given,query,expected_answer,model_answer,is_correct,reason
Mark McKenna is behind James Phelps.,Where is Mark McKenna?,behind James Phelps,Behind James Phelps.,True
Jerrika Hinton is left of David Faustino.,Where is Jerrika Hinton?,left of David Faustino,Left of David Faustino.,True
Kid Cudi is right of Sam Hargrave.,Where is Kid Cudi?,right of Sam Hargrave,Right of Sam Hargrave.,True
Reg Park is behind John Patrick Amedori.,Where is Reg Park?,behind John Patrick Amedori,Behind John Patrick Amedori.,True
Louis C.K. is in front of Jim Davis.,Where is Louis C.K.?,in front of Jim Davis,In front of Jim Davis.,True
Ryan Cartwright is right of Rich Fulcher.,Where is Ryan Cartwright?,right of Rich Fulcher,Right of Rich Fulcher.,True
Danny Dyer is behind Sean Patrick Thomas.,Where is Danny Dyer?,behind Sean Patrick Thomas,Behind Sean Patrick Thomas.,True
Chelsea Peretti is below Lloyd Bridges.,Where is Chelsea Peretti?,below Lloyd Bridges,Below Lloyd Bridges.,True
Billy Campbell is behind Kelly Monaco.,Where is Billy Campbell?,behind Kelly Monaco,Behind Kelly Monaco.,True
Jonathan Rhys Meyers is above Ramona Young.,Where is Jonathan Rhys Meyers?,above Ramona Young,Above Ramona Young.,True
Kelly Brook is left of Katie McGrath.,Where is Kelly Brook?,left of Katie McGrath,Left of Katie McGrath.,True
Kathy Baker is right of Brian Tyree Henry.,Where is Kathy Baker?,right of Brian Tyree Henry,Right of Brian Tyree Henry.,True
Alfonso Cuarón is right of Mickey Jones.,Where is Alfonso Cuarón?,right of Mickey Jones,Right of Mickey Jones.,True
Yeardley Smith is right of Heidi Swedberg.,Where is Yeardley Smith?,right of Heidi Swedberg,Right of Heidi Swedberg.,True
Isidora Goreshter is behind Molly Ringwald.,Where is Isidora Goreshter?,behind Molly Ringwald,Behind Molly Ringwald.,True
Vail Bloom is left of Sarah Greene.,Where is Vail Bloom?,left of Sarah Greene,Left of Sarah Greene.,True
Colleen Haskell is behind Jenette Goldstein.,Where is Colleen Haskell?,behind Jenette Goldstein,Behind Jenette Goldstein.,True
Scott Speedman is in front of Ella Anderson.,Where is Scott Speedman?,in front of Ella Anderson,In front of Ella Anderson.,True
Natalie Portman is right of Tony Curran.,Where is Natalie Portman?,right of Tony Curran,Right of Tony Curran.,True
Dwight Yoakam is above Madeline Kahn.,Where is Dwight Yoakam?,above Madeline Kahn,Above Madeline Kahn.,True
Jessica Paré is above Rowan Blanchard.,Where is Jessica Paré?,above Rowan Blanchard,Above Rowan Blanchard.,True
Anne Meara is left of Ruby Modine.,Where is Anne Meara?,left of Ruby Modine,Left of Ruby Modine.,True
Jasika Nicole is right of Esther Hall.,Where is Jasika Nicole?,right of Esther Hall,Right of Esther Hall.,True
Garrett Clayton is behind Rick Gonzalez.,Where is Garrett Clayton?,behind Rick Gonzalez,Behind Rick Gonzalez.,True
Louis Garrel is on top of Cheryl Campbell.,Where is Louis Garrel?,on top of Cheryl Campbell,On top of Cheryl Campbell.,True
Caroline Ford is in front of Ed Wynn.,Where is Caroline Ford?,in front of Ed Wynn,In front of Ed Wynn.,True
Justina Adorno is left of Stephanie Leonidas.,Where is Justina Adorno?,left of Stephanie Leonidas,Left of Stephanie Leonidas.,True
