given,query,expected_answer,model_answer,is_correct,reason
Nicholas Braun is right of Samantha Mathis.,Where is Samantha Mathis?,left of Nicholas Braun,Samantha Mathis is left of Nicholas Braun.,True
Molly Ephraim is right of Malcolm McDowell.,Where is Malcolm McDowell?,left of Molly Ephraim,Left of Molly Ephraim.,True
Dennis Quaid is right of Erika Eleniak.,Where is Erika Eleniak?,left of Dennis Quaid,Erika Eleniak is left of Dennis Quaid.,True
Amanda Walsh is above Jaime Bergman.,Where is Jaime Bergman?,below Amanda Walsh,Underneath Amanda Walsh.,False
MacKenzie Porter is above Sam Anderson.,Where is Sam Anderson?,below MacKenzie Porter,Underneath MacKenzie Porter.,False
Tommy Flanagan is right of Keegan Allen.,Where is Keegan Allen?,left of Tommy Flanagan,Keegan Allen is left of Tommy Flanagan.,True
Becki Newton is above Paul Freeman.,Where is Paul Freeman?,below Becki Newton,Underneath Becki Newton.,False
Charles Rocket is in front of Rachael Taylor.,Where is Rachael Taylor?,behind Charles Rocket,Behind Charles Rocket.,True
Debra Jo Rupp is below Charlie McDermott.,Where is Charlie McDermott?,above Debra Jo Rupp,Above Debra Jo Rupp.,True
Sam Taylor-Johnson is behind Gilles Marini.,Where is Gilles Marini?,in front of Sam Taylor-Johnson,In front of Sam Taylor-Johnson.,True
Pam Dawber is in front of Alexandra Wentworth.,Where is Alexandra Wentworth?,behind Pam Dawber,Behind Pam Dawber.,True
Fran Drescher is behind Kip Pardue.,Where is Kip Pardue?,in front of Fran Drescher,In front of Fran Drescher.,True
Fariba Sheikhan is underneath Andy Dick.,Where is Andy Dick?,on top of Fariba Sheikhan,On top of Fariba Sheikhan.,True
Hope Lange is right of Sarah Lancashire.,Where is Sarah Lancashire?,left of Hope Lange,Left of Hope Lange.,True
Mark McKenna is behind James Phelps.,Where is James Phelps?,in front of Mark McKenna,In front of Mark McKenna.,True
Jerrika Hinton is left of David Faustino.,Where is David Faustino?,right of Jerrika Hinton,Right of Jerrika Hinton.,True
Kid Cudi is right of Sam Hargrave.,Where is Sam Hargrave?,left of Kid Cudi,Sam Hargrave is left of Kid Cudi.,True
Reg Park is behind John Patrick Amedori.,Where is John Patrick Amedori?,in front of Reg Park,In front of Reg Park.,True
Louis C.K. is in front of Jim Davis.,Where is Jim Davis?,behind Louis C.K.,Behind Louis C.K.,True
Ryan Cartwright is right of Rich Fulcher.,Where is Rich Fulcher?,left of Ryan Cartwright,Left of Ryan Cartwright.,True
Danny Dyer is behind Sean Patrick Thomas.,Where is Sean Patrick Thomas?,in front of Danny Dyer,In front of Danny Dyer.,True
Chelsea Peretti is below Lloyd Bridges.,Where is Lloyd Bridges?,above Chelsea Peretti,Above Chelsea Peretti.,True
Billy Campbell is behind Kelly Monaco.,Where is Kelly Monaco?,in front of Billy Campbell,In front of Billy Campbell.,True
Jonathan Rhys Meyers is above Ramona Young.,Where is Ramona Young?,below Jonathan Rhys Meyers,Underneath Jonathan Rhys Meyers.,False
Kelly Brook is left of Katie McGrath.,Where is Katie McGrath?,right of Kelly Brook,Right of Kelly Brook.,True
Kathy Baker is right of Brian Tyree Henry.,Where is Brian Tyree Henry?,left of Kathy Baker,Left of Kathy Baker.,True
Alfonso Cuarón is right of Mickey Jones.,Where is Mickey Jones?,left of Alfonso Cuarón,Left of Alfonso Cuarón.,True
Yeardley Smith is right of Heidi Swedberg.,Where is Heidi Swedberg?,left of Yeardley Smith,Heidi Swedberg is to the left of Yeardley Smith.,True
Isidora Goreshter is behind Molly Ringwald.,Where is Molly Ringwald?,in front of Isidora Goreshter,In front of Isidora Goreshter.,True
Vail Bloom is left of Sarah Greene.,Where is Sarah Greene?,right of Vail Bloom,Right of Vail Bloom.,True
Colleen Haskell is behind Jenette Goldstein.,Where is Jenette Goldstein?,in front of Colleen Haskell,In front of Colleen Haskell.,True
Scott Speedman is in front of Ella Anderson.,Where is Ella Anderson?,behind Scott Speedman,Behind Scott Speedman.,True
Natalie Portman is right of Tony Curran.,Where is Tony Curran?,left of Natalie Portman,Left of Natalie Portman.,True
Dwight Yoakam is above Madeline Kahn.,Where is Madeline Kahn?,below Dwight Yoakam,Underneath Dwight Yoakam.,False
Jessica Paré is above Rowan Blanchard.,Where is Rowan Blanchard?,below Jessica Paré,Underneath Jessica Paré.,False
Anne Meara is left of Ruby Modine.,Where is Ruby Modine?,right of Anne Meara,To the right of Anne Meara.,True
Jasika Nicole is right of Esther Hall.,Where is Esther Hall?,left of Jasika Nicole,Left of Jasika Nicole.,True
Garrett Clayton is behind Rick Gonzalez.,Where is Rick Gonzalez?,in front of Garrett Clayton,In front of Garrett Clayton.,True
Louis Garrel is on top of Cheryl Campbell.,Where is Cheryl Campbell?,underneath Louis Garrel,Underneath Louis Garrel.,True
Caroline Ford is in front of Ed Wynn.,Where is Ed Wynn?,behind Caroline Ford,Behind Caroline Ford.,True
Justina Adorno is left of Stephanie Leonidas.,Where is Stephanie Leonidas?,right of Justina Adorno,Stephanie Leonidas is right of Justina Adorno.,True
